id,value
id_0,5.525539271730357
id_1,18.009128294932736
id_2,22.47154048431295
id_3,7.778774049718881
id_4,26.713983626416198
id_5,22.41983742853191
id_6,23.837433255587776
id_7,29.257587493094334
id_8,15.84156437804777
id_9,59.57405542171708
id_10,10.438709153416097
id_11,7.9222300778473045
id_12,63.0352923659791
id_13,53.1574640319229
id_14,22.757663419936495
id_15,13.080395313887648
id_16,32.75609278112811
id_17,67.07640352815973
id_18,0.32076468705172984
id_19,16.434854087614752
id_20,42.30118155262952
id_21,73.14903553433619
id_22,8.703720669012844
id_23,17.852682224803946
id_24,15.315332090920505
id_25,38.56659937844661
id_26,14.913495773385728
id_27,73.26352215398916
id_28,7.340030212052873
id_29,54.77496086697179
id_30,22.956549707516697
id_31,8.61142915627063
id_32,1.7807398553752858
id_33,16.587818496298194
id_34,27.01404484741569
id_35,37.265868136486304
id_36,44.09061739742519
id_37,31.01005863127769
id_38,42.58149185954728
id_39,34.39338287355242
id_40,7.248598081104054
id_41,40.96111800687791
id_42,29.166782604304444
id_43,50.32638095382333
id_44,17.56217274690743
id_45,33.99667421238941
id_46,24.933743614942685
id_47,9.61695372665219
id_48,27.68002457973432
id_49,33.54902734240089
id_50,18.57761210937406
id_51,8.11800633231369
id_52,17.735642679719618
id_53,53.04015233701979
id_54,15.747721249367972
id_55,35.38321518858843
id_56,32.8224105684028
id_57,20.25590843493069
id_58,57.73449021173349
id_59,22.453071118205106
id_60,12.917150805464356
id_61,41.9985428093163
id_62,12.290639234117107
id_63,49.51027819461983
id_64,12.866909585541439
id_65,16.062478810246137
id_66,13.563519239683139
id_67,0.0
id_68,43.17452048254178
id_69,27.846135739350082
id_70,21.119126736413204
id_71,43.887456543324824
id_72,61.673788731733424
id_73,5.416710851698472
id_74,16.118944422614387
id_75,2.9614722776414704
id_76,38.957977403410304
id_77,11.865787130749148
id_78,19.68361366446489
id_79,21.238239730963272
id_80,23.54378507736799
id_81,34.10845296963574
id_82,20.70690368314813
id_83,93.79843505604588
id_84,37.0408391178459
id_85,27.71261335920975
id_86,21.706268535915534
id_87,34.904520935906895
id_88,22.608905046639
id_89,19.922585924173898
id_90,29.75243021724497
id_91,42.49917446559189
