id,value
id_0,5.578395492815385
id_1,17.791296304064847
id_2,21.241866662827842
id_3,7.503985319487304
id_4,25.755481669014934
id_5,21.463204384144994
id_6,24.08341984632121
id_7,30.401071369159578
id_8,16.956303333549027
id_9,57.554797447498245
id_10,10.269475655773395
id_11,10.373056381104545
id_12,60.9940093796837
id_13,53.77796342764918
id_14,21.57522662858388
id_15,11.985051376818753
id_16,32.55357345009848
id_17,67.53506869169023
id_18,0.470723610814348
id_19,16.344778335093043
id_20,42.23962059762153
id_21,71.38224958449183
id_22,9.314866777713625
id_23,18.03681075545023
id_24,14.322880151693806
id_25,39.1091372798806
id_26,16.922552797616394
id_27,64.80848538600898
id_28,6.581612164998631
id_29,54.770535475168664
id_30,24.047200897386244
id_31,9.598539113411054
id_32,2.389326675088622
id_33,17.37542634408036
id_34,27.51191706696506
id_35,36.04630621356529
id_36,42.22020210839182
id_37,30.968096194954796
id_38,41.25598080833382
id_39,35.43561318259551
id_40,7.242578820566177
id_41,40.90832799854307
id_42,30.43827663490112
id_43,51.03614971771859
id_44,17.689714820756986
id_45,34.12179629595221
id_46,25.08620022504801
id_47,9.8677035667705
id_48,28.746230819744085
id_49,33.525738898480014
id_50,18.28891885386402
id_51,6.890028974458403
id_52,18.460336695105106
id_53,51.20135099882674
id_54,15.247004400950232
id_55,35.2857656693548
id_56,33.2723534966035
id_57,21.495343671857942
id_58,56.489145421684455
id_59,22.851479168488396
id_60,13.364830588736604
id_61,42.65008274558056
id_62,12.331518141136915
id_63,50.00671031320993
id_64,13.031042282398658
id_65,15.12214460837035
id_66,13.630493855532961
id_67,0.0
id_68,43.69332743523511
id_69,27.666596371723195
id_70,21.34139914422077
id_71,44.52679093713781
id_72,60.81081638842167
id_73,4.080121853377523
id_74,16.601507484002344
id_75,3.5267331053890203
id_76,40.2335133676297
id_77,13.248005635313962
id_78,20.12194071805149
id_79,20.837127142090665
id_80,24.100786767904786
id_81,34.228975012682895
id_82,21.3701619470203
id_83,92.75161242767017
id_84,36.57020505466173
id_85,28.63890146238333
id_86,20.920523197381385
id_87,35.13903491153628
id_88,24.321697299477623
id_89,20.296868505039058
id_90,28.04570681720543
id_91,42.868441327512784
id_92,3.547832572120333
id_93,38.00249237534348
id_94,46.75284621115097
id_95,15.271536306952376
id_96,31.835244739254087
id_97,14.153473306121176
id_98,23.320004732119664
id_99,3.3802117182495373
id_100,17.45988025320227
id_101,25.654939742590233
id_102,15.286877756255357
id_103,14.013831818460806
id_104,22.92462521079537
id_105,41.38363257871964
id_106,32.03480717807864
id_107,6.257679873797338
id_108,5.445255590661888
id_109,79.94612491007375
id_110,49.359393529523786
id_111,16.677083658885323
id_112,26.99214633811577
id_113,14.372322740438761
id_114,14.488443456634267
id_115,23.813506250896488
id_116,27.91800760112076
id_117,10.823704404461203
id_118,20.702559056151234
id_119,19.687780016220074
id_120,79.32741513901506
id_121,25.450290759186323
id_122,38.35060697266913
id_123,24.78652813859476
id_124,7.423530179512429
id_125,38.112081026099574
id_126,9.1905675696421
id_127,22.854436770899184
id_128,29.58981314666175
id_129,61.572350563553556
id_130,23.015863001954425
id_131,23.81396350261472
id_132,61.88787833964739
id_133,16.716322756980798
id_134,14.769560926329035
id_135,3.6342274741939775
id_136,11.767435310602192
id_137,59.8446994517205
id_138,18.248169067167236
id_139,7.2117481269416706
id_140,29.62388283129554
id_141,25.744500119715404
id_142,45.944341687708054
id_143,30.1736380586301
id_144,19.399071478158007
id_145,26.571933043284915
id_146,10.432248696014113
id_147,52.30323634735898
id_148,23.898033009663237
id_149,37.85259205062302
id_150,10.325196965772284
id_151,7.5176473598857605
id_152,22.265181261649968
id_153,8.19404211634944
id_154,14.982950906314555
id_155,41.98175581081428
id_156,8.120889860363548
id_157,36.89903024561454
id_158,10.478776809538925
id_159,18.02535352246466
id_160,40.088952341646575
id_161,20.117502905707973
id_162,14.937532148664362
id_163,6.7619910441405136
id_164,49.56679335148696
id_165,30.77411101927608
id_166,0.7262157427993792
id_167,15.452970977754806
id_168,61.87495256712836
id_169,13.499668172364967
id_170,62.61442623982421
id_171,38.67997736934157
id_172,27.446823064639887
id_173,19.865262893205053
id_174,59.85302620336705
id_175,26.152061921265982
id_176,21.579543069956525
id_177,36.519656383761536
id_178,11.726886164982455
id_179,31.40251950073455
id_180,16.62454352592992
id_181,12.605862304132852
id_182,56.67891113041105
id_183,49.64038844749805
id_184,14.65467856728822
id_185,34.64821475848488
id_186,25.428930466964985
id_187,66.94135417837275
id_188,8.08814881838863
id_189,57.67302772203898
id_190,39.06741947537569
id_191,15.912132074268015
id_192,30.690553462817814
id_193,1.1035543120708535
id_194,17.702174050087237
id_195,0.7678303706225282
id_196,34.10949116410972
id_197,10.510293241194942
id_198,19.36858530795593
id_199,59.493193693291296
id_200,25.09839053520296
id_201,28.176828489203842
id_202,65.35671910972783
id_203,10.647666138028047
id_204,10.258737190918389
id_205,11.513230838795016
id_206,6.790983670313889
id_207,1.4127252851309802
id_208,123.16573366420734
id_209,20.745240053713964
id_210,17.573386572438366
id_211,12.989330310687471
id_212,37.743636563171734
id_213,35.95969585959719
id_214,18.326735903417447
id_215,34.472029352158444
id_216,81.81841153715418
id_217,0.0
id_218,11.615662450812673
id_219,30.219979003018324
id_220,14.388001122872973
id_221,13.986527068496448
id_222,113.25559868264102
id_223,13.37668738161686
id_224,16.481198214081246
id_225,64.80333917280652
id_226,14.854571580284397
id_227,19.221334276475535
id_228,9.92042467475474
id_229,1.2914145566660782
id_230,45.5248999440319
id_231,13.503622482434043
id_232,54.34542364146967
id_233,42.576318718059326
id_234,27.540705717140103
id_235,40.78412002626274
id_236,70.47309639455028
id_237,43.67239131665091
id_238,10.796327581819991
id_239,20.453649225433928
